Object1,Chair,0.721033,0.0720715,4.07694
Object2,Table,0.851313,0.101662,1.6889
Object3,Table,0.934135,0.0365148,0.18745
Object4,Table,0.831255,0.0940305,0.0180054
Object5,Chair,0.718466,0.0557102,6.68495
Object6,Chair,0.805436,0.0536804,0.0501936
Object7,Shelf,0.631897,0.0967664,0.743991
Object8,Couch,0.892291,0.0501576,0.866032
Object9,Chair,0.693535,0.0446063,53.7205
Object10,Table,0.969691,0.0220222,0.089726
Object11,Chair,0.914805,0.0194718,1.45528
Object12,Table,0.798023,0.0854691,3.49908
Object13,Couch,0.817286,0.0899919,0.968857
Object14,Couch,0.936837,0.0353754,1.15932
Object15,Shelf,0.720972,0.0722723,7.00293
Object16,Couch,0.892402,0.0496187,2.10185
Object17,Table,0.97732,0.0106744,0.224445
Object18,Chair,0.58225,0.117227,85.4736
Object19,Couch,0.961972,0.00804545,1.47862
Object20,Chair,0.623611,0.100137,52.6185
Object21,Shelf,0.554628,0.111682,2.36985
Object22,Couch,0.767569,0.13383,4.4428
Object23,Table,0.761228,0.102262,5.53434
Object24,Chair,0.870861,0.0290531,1.28266
Object25,Table,0.915338,0.0298298,0.629235
Object26,Shelf,0.929046,0.0147649,0.137222
Object27,Chair,0.806621,0.0444892,1.8868
Object28,Table,0.933791,0.0258593,0.191308
Object29,Table,0.895609,0.074281,0.143722
Object30,Table,0.963086,0.0219444,0.794128
Object31,Table,0.904808,0.0367239,0.0474893
Object32,Chair,0.760056,0.0525103,2.19853
Object33,Table,0.921294,0.0459172,0.0713785
Object34,Table,0.941215,0.0355813,0.261401
Object35,Couch,0.835751,0.0860904,0.443633
Object36,Shelf,0.896884,0.0191024,3.13847
Object37,Couch,0.97019,0.00472671,1.051
Object38,Table,0.891294,0.0430755,0.718326
Object39,Chair,0.48347,0.159388,0.566012
Object40,Chair,0.868852,0.0195064,3.75915
Object41,Shelf,0.701236,0.0660346,0.757709
Object42,Couch,0.966021,0.0188735,0.715175
Object43,Table,0.855844,0.06228,0.0540162
Object44,Chair,0.555499,0.128226,4.80086
Object45,Table,0.842355,0.0687559,0.411942
Object46,Chair,0.851533,0.0743781,3.41008
Object47,Table,0.834667,0.0840935,0.373294
Object48,Table,0.78119,0.167072,2.33139
Object49,Chair,0.732858,0.0756737,6.49267
Object50,Shelf,0.823642,0.0365154,0.831847
Object51,Couch,0.958957,0.0330663,0.0297625
Object52,Chair,0.470686,0.0858518,1.05647
Object53,Chair,0.872923,0.030546,1.16689
Object54,Table,0.761931,0.101572,1.40359
Object55,Shelf,0.856416,0.0601423,1.68018
Object56,Table,0.95496,0.0169317,0.533753
Object57,Couch,0.803944,0.0984234,0.0288047
Object58,Couch,0.728944,0.139286,10.1326
Object59,Shelf,0.611009,0.204071,2.17896
Object60,Table,0.76706,0.101355,0.480363
Object61,Chair,0.712149,0.0676721,2.95319
Object62,Shelf,0.938621,0.0158188,0.0283917
Object63,Couch,0.787588,0.112674,0.401709
Object64,Couch,0.900611,0.0852334,0.735256
Object65,Table,0.937564,0.0239633,0.158175
Object66,Chair,0.739051,0.133911,3.2788
Object67,Chair,0.671563,0.0785119,28.7509
Object68,Shelf,0.936125,0.0110547,0.634192
Object69,Couch,0.929492,0.0389488,0.978994
Object70,Table,0.946239,0.0279416,0.62602
Object71,Chair,0.794931,0.0440859,6.23985
Object72,Shelf,0.954914,0.0144569,0.612204
Object73,Table,0.952538,0.0181204,0.0938858
Object74,Chair,0.608702,0.104029,4.25342
Object75,Table,0.677677,0.32889,1.13249
Object76,Table,0.88886,0.0648599,1.61556
Object77,Shelf,0.939282,0.0116651,0.0723236
Object78,Couch,0.675066,0.180721,10.6965
Object79,Couch,0.832337,0.0950543,4.368
Object80,Table,0.890226,0.0451537,0.608025
Object81,Chair,0.79221,0.0568252,2.96341
Object82,Chair,0.881799,0.0114219,2.69635
Object83,Couch,0.890825,0.0686949,1.76942
Object84,Chair,0.874265,0.0197022,5.08961
Object85,Table,0.969889,0.0104169,0.0360108
Object86,Shelf,0.837603,0.0324755,0.690861
Object87,Chair,0.644909,0.0867188,0.051452
Object88,Shelf,0.641356,0.128264,3.51896
Object89,Table,0.961287,0.0119632,0.496763
Object90,Table,0.838046,0.0707865,0.572325
Object91,Chair,0.743055,0.0618679,7.27817
Object92,Table,0.958852,0.00509391,1.01061
Object93,Chair,0.658133,0.0884153,11.688
Object94,Table,0.90847,0.035868,0.211564
Object95,Chair,0.765288,0.0563028,1.50131
Object96,Shelf,0.77507,0.0495026,0.365202
Object97,Table,0.93545,0.0235958,0.400304
Object98,Couch,0.842921,0.076632,0.0106537
Object99,Chair,0.875455,0.0182342,1.17389
Object100,Shelf,0.919382,0.0193746,0.407069
Object101,Table,0.924399,0.0399755,0.176839
Object102,Table,0.95428,0.0266096,0.433098
Object103,Couch,0.569459,0.482968,3.94396
Object104,Couch,0.928456,0.0428852,0.0701581
Object105,Chair,0.609926,0.10848,5.33971
Object106,Chair,0.890496,0.0247617,1.32069
Object107,Shelf,0.870707,0.0297768,1.1365
Object108,Table,0.974183,0.00677207,0.0729866
Object109,Table,0.879942,0.0544808,1.51424
Object110,Table,0.909928,0.0351974,0.107711
Object111,Chair,0.865646,0.0226647,0.760028
Object112,Chair,0.76467,0.0605215,5.17221
Object113,Shelf,0.894118,0.0253821,0.00738462
Object114,Table,0.961627,0.0242652,0.0183269
Object115,Chair,0.48279,0.117286,10.0703
Object116,Couch,0.972158,0.0107738,0.299457
Object117,Couch,0.926488,0.052938,0.522066
Object118,Table,0.894708,0.041513,0.383256
Object119,Chair,0.793454,0.0661815,3.08419
Object120,Chair,0.792828,0.0504205,1.17107
Object121,Shelf,0.657446,0.0784126,1.3491
Object122,Couch,0.886867,0.0512418,3.59406
Object123,Table,0.825594,0.0710377,1.63292
Object124,Shelf,0.642767,0.13819,2.79344
Object125,Table,0.974111,0.0107974,0.114335
Object126,Shelf,0.881409,0.0304329,3.06413
Object127,Table,0.94649,0.0225906,1.40103
Object128,Table,0.941204,0.020536,0.138577
Object129,Chair,0.66738,0.0383567,6.83554
Object130,Chair,0.794127,0.0463821,0.499496
Object131,Couch,0.944174,0.0308781,0.685184
Object132,Chair,0.891417,0.0115614,0.0636893
Object133,Shelf,0.700444,0.0798058,1.31985
Object134,Table,0.905668,0.0569968,1.02313
Object135,Chair,0.704694,0.0856906,1.70213
Object136,Couch,0.723362,0.162124,6.8174
Object137,Couch,0.875902,0.0576476,3.60804
Object138,Shelf,0.598316,0.152393,2.89175
Object139,Table,0.840491,0.0649949,0.42207
Object140,Chair,0.770189,0.0557561,3.12801
Object141,Table,0.913358,0.0333939,0.235035
Object142,Table,0.962448,0.0119127,0.136649
Object143,Shelf,0.921586,0.0238177,0.00738534
Object144,Couch,0.857693,0.074084,3.39535
Object145,Couch,0.974117,0.0131151,0.0450609
Object146,Table,0.951683,0.0250851,0.784869
Object147,Chair,0.656301,0.139663,8.55796
Object148,Couch,0.843478,0.103602,0.412511
Object149,Chair,0.396297,0.229316,30.3716
Object150,Table,0.946193,0.0272277,0.400625
Object151,Shelf,0.659961,0.0780639,0.848748
Object152,Chair,0.458209,0.16661,0.183629
Object153,Table,0.890565,0.0461752,0.454964
Object154,Shelf,0.657774,0.138864,1.12215
Object155,Table,0.784755,0.0916446,2.34052
Object156,Table,0.893449,0.054417,2.12834
Object157,Table,0.971123,0.00910993,0.768468
Object158,Chair,0.582212,0.118692,7.74959
Object159,Shelf,0.895426,0.0417985,0.259479
Object160,Chair,0.691082,0.0422269,1.20184
Object161,Couch,0.819658,0.107082,3.59064
Object162,Table,0.939481,0.0207165,0.369436
Object163,Chair,0.770002,0.0552377,1.61629
Object164,Chair,0.875185,0.0107788,3.2413
Object165,Table,0.95617,0.0165723,0.116392
Object166,Shelf,0.74778,0.0891764,6.45247
Object167,Chair,0.882728,0.0257938,2.88379
Object168,Couch,0.881258,0.110205,0.846777
Object169,Table,0.884533,0.0482112,0.341131
Object170,Shelf,0.858269,0.065135,0.239132
Object171,Couch,0.962592,0.013266,0.539465
Object172,Table,0.926789,0.048584,0.260758
Object173,Chair,0.732573,0.0664128,13.2225
Object174,Table,0.945113,0.0217514,0.118643
Object175,Table,0.654764,0.322069,2.89948
Object176,Shelf,0.806668,0.0619458,4.35733
Object177,Couch,0.777294,0.113744,0.335544
Object178,Couch,0.956038,0.01793,1.02048
Object179,Table,0.858489,0.0566805,0.828597
Object180,Chair,0.722914,0.142361,1.8514
Object181,Couch,0.957369,0.017561,1.07513
Object182,Chair,0.513553,0.159848,31.6087
Object183,Table,0.967644,0.0213625,0.0366539
Object184,Shelf,0.699298,0.0680528,1.81186
Object185,Chair,0.634811,0.107409,2.11752
Object186,Table,0.87822,0.0494845,0.159798
Object187,Shelf,0.823995,0.0609578,2.39738
Object188,Shelf,0.744583,0.112575,0.181199
Object189,Couch,0.875039,0.0866981,1.28656
Object190,Couch,0.654424,0.342455,0.05105
Object191,Table,0.917116,0.0448517,0.756271
Object192,Chair,0.863522,0.0371375,0.0580191
Object193,Chair,0.724799,0.0726523,6.54221
Object194,Chair,0.670847,0.157956,1.33337
Object195,Table,0.919346,0.0427254,0.0723431
Object196,Shelf,0.875689,0.0417826,1.32842
Object197,Table,0.791902,0.104391,0.418952
Object198,Table,0.949305,0.029956,0.0146937
Object199,Chair,0.788484,0.0282573,4.59197
Object200,Table,0.928787,0.0273225,0.523127
Object201,Couch,0.95362,0.078194,0.494714
Object202,Table,0.988161,0.00103247,0.0569099
Object203,Table,0.858968,0.0770381,1.51874
Object204,Chair,0.722499,0.0712456,0.756621
Object205,Table,0.893977,0.0420358,0.463645
Object206,Table,0.935561,0.044096,0.588079
Object207,Chair,0.870387,0.0205528,2.93171
Object208,Shelf,0.974529,0.00400511,0.393183
Object209,Table,0.84332,0.0651183,0.788084
Object210,Couch,0.696032,0.1686,7.16657
Object211,Chair,0.594447,0.115935,0.0696623
Object212,Table,0.985295,0.00194178,0.0337601
Object213,Shelf,0.723824,0.0805928,1.23518
Object214,Table,0.944011,0.0206097,1.01477
Object215,Chair,0.74188,0.0461181,0.113964
Object216,Couch,0.868344,0.0627639,0.876723
Object217,Couch,0.80946,0.0887165,6.84757
Object218,Shelf,0.410493,0.274522,12.468
Object219,Table,0.89659,0.049783,0.107003
Object220,Chair,0.863935,0.0133981,6.09987
Object221,Shelf,0.60544,0.112873,0.019356
Object222,Couch,0.891388,0.0503178,0.33697
Object223,Chair,0.667927,0.0917364,2.29567
Object224,Couch,0.725788,0.154161,7.20447
Object225,Couch,0.895007,0.0500045,1.57499
Object226,Chair,0.238451,0.34308,24.3761
Object227,Shelf,0.962419,0.00716951,0.944239
Object228,Table,0.892631,0.0403491,0.762681
Object229,Shelf,0.860638,0.0381433,1.76832
Object230,Chair,0.759598,0.0644787,0.74337
Object231,Table,0.795885,0.113418,2.8837
Object232,Chair,0.858883,0.0312602,0.625862
Object233,Table,0.942995,0.0349965,0.757211
Object234,Table,0.847658,0.0930444,0.686158
Object235,Table,0.916615,0.0284637,2.94808
Object236,Table,0.85159,0.0704737,2.09478
Object237,Couch,0.841295,0.0750751,4.94098
Object238,Shelf,0.914447,0.0243855,0.0277573
Object239,Couch,0.925816,0.0619755,0.392718
Object240,Table,0.905974,0.0370024,1.28726
Object241,Chair,0.791387,0.0584648,3.35938
Object242,Couch,0.889536,0.0565811,0.3201
Object243,Table,0.979818,0.00796302,0.228283
Object244,Chair,0.537716,0.1332,4.58463
Object245,Table,0.921107,0.0326306,0.390013
Object246,Shelf,0.732423,0.124516,1.41068
Object247,Chair,0.622746,0.118933,3.70376
Object248,Table,0.887254,0.0446253,0.129253
Object249,Table,0.950831,0.0222481,0.122501
Object250,Table,0.971872,0.0168986,0.351752
Object251,Chair,0.691637,0.0461351,20.5619
Object252,Shelf,0.706449,0.069315,0.683859
Object253,Couch,0.946009,0.0205621,1.85667
Object254,Couch,0.817029,0.0852957,6.36524
Object255,Shelf,0.873278,0.0230702,4.41988
Object256,Chair,0.725808,0.0924623,7.25486
Object257,Chair,0.597939,0.117509,4.03497
Object258,Table,0.913189,0.0339858,1.19301
Object259,Couch,0.443319,0.702248,4.60533
Object260,Chair,0.385964,0.204698,4.06881
Object261,Table,0.783544,0.0932418,0.482936
Object262,Shelf,0.795012,0.054312,1.0101
Object263,Chair,0.742123,0.0726357,3.19989
Object264,Table,0.90271,0.0807547,0.14758
Object265,Table,0.925313,0.0544363,0.127968
Object266,Shelf,0.75725,0.0612069,0.00407878
Object267,Couch,0.93715,0.032875,0.504667
Object268,Couch,0.92186,0.0536064,0.755788
Object269,Chair,0.804251,0.0565933,2.53605
Object270,Table,0.977587,0.0105166,0.131488
Object271,Chair,0.675087,0.0642188,54.0957
Object272,Shelf,0.576978,0.103185,3.06863
Object273,Couch,0.872552,0.128348,0.128808
Object274,Table,0.985861,0.0115787,0.0524086
Object275,Chair,0.594896,0.126968,0.896714
Object276,Table,0.836151,0.0681377,0.712836
Object277,Shelf,0.790813,0.0952463,1.00056
Object278,Chair,0.643759,0.0958511,4.26158
Object279,Table,0.954771,0.017795,0.150473
Object280,Table,0.757196,0.103873,0.104882
Object281,Table,0.854796,0.105659,1.37916
Object282,Table,0.938094,0.0533929,0.0366539
Object283,Chair,0.636838,0.108592,0.840121
Object284,Shelf,0.930034,0.0310457,0.181837
Object285,Couch,0.810675,0.09185,5.87591
Object286,Couch,0.69536,0.204187,0.823959
Object287,Chair,0.531419,0.0919297,21.5823
Object288,Table,0.788519,0.158682,0.786154
Object289,Couch,0.82196,0.0996763,0.336074
Object290,Shelf,0.801734,0.0409352,4.35691
Object291,Table,0.967319,0.0136866,0.795478
Object292,Chair,0.80872,0.0433084,0.0957177
Object293,Chair,0.768587,0.0564347,1.01631
Object294,Table,0.755966,0.157959,1.05498
Object295,Table,0.853311,0.0579307,4.09909
Object296,Shelf,0.871649,0.0462527,2.06692
Object297,Chair,0.632778,0.0965408,3.91041
Object298,Table,0.936506,0.0386621,0.476827
Object299,Shelf,0.865737,0.0556355,0.870809
Object300,Couch,0.721088,0.147051,9.4568
Object301,Couch,0.873061,0.0600503,0.100389
Object302,Table,0.937943,0.023976,0.156566
Object303,Chair,0.65051,0.0195173,1.56049
Object304,Chair,0.752525,0.0608572,1.31415
Object305,Shelf,0.795797,0.0430528,1.06491
Object306,Couch,0.828313,0.13455,3.05172
Object307,Table,0.842123,0.0642945,2.3597
Object308,Chair,0.812739,0.0447907,3.33383
Object309,Table,0.942161,0.0179322,0.291303
Object310,Shelf,0.89284,0.022896,0.833756
Object311,Table,0.948707,0.0244352,0.234713
Object312,Chair,0.482211,0.0834315,7.61837
Object313,Table,0.971955,0.0172483,0.662128
Object314,Table,0.940385,0.033476,0.164621
Object315,Chair,0.901995,0.0182887,0.443175
Map average metrics
Chair,96,3,4,0.711979,0.0761983,7.49845,0.964824
Couch,60,0,0,0.849358,0.0983889,2.30892,1
Shelf,60,0,0,0.764291,0.0637184,1.66654,1
Table,116,0,4,0.899067,0.0519541,0.734247,0.983051
